clade_name	NCBI_tax_id	BFH12_S130	BH09_S83	BFH35_S153	BSE93_S121	BH47_S108	BH52_S112	BH36_S101	BFH33_S151	BFH9_S127	FH6_S167	BH10_S84	BFH15_S133	BFH22_S140	BFH31_S149	BH50_S111	BH30_S94	BFH32_S150	BFH6_S125	BFH8_S126	BSE100_S122	BFH20_S138	BFH21_S139	BFH14_S132	BFH24_S142	FH1_S162	BH34.B_S99	BH34.A_S98	BH06_S81	BSE79_S120	BH20_S88	BFH17_S135	BH31_S95	BH11_S85	BFH36_S154	BH22_S89	BFH38.B_S157	BH45_S106	BH61_S116	FH5_S166	BFH25_S143	BFH41_S160	BFH18_S136	BH59_S114	BH13_S86	BH03_S78	BH38_S103	BFH40_S159	BH33_S97	BH32_S96	BFH13_S131	BFH4_S124	BFH10_S128	BFH39_S158	BFH19_S137	BH37_S102	FH8_S169	BH04_S79	BH25_S91	BH01_S76	BFH23_S141	BH58_S113	BFH38.A_S156	BH14_S87	BSE74_S119	BH05_S80	BFH1_S123	FH3_S164	BH63_S118	BH48_S109	BFH34_S152	BFH28_S146	BH07_S82	BFH11_S129	BH44_S105	FH10_S171	FH9_S170	BFH27_S145	BFH29_S147	FH7_S168	BFH16_S134	FH4_S165	BH02_S77	BH29_S93	BH39_S104	BH60_S115	BH62_S117	BH27_S92	BFH26_S144	BH35_S100	BFH37_S155	FH2_S163	BFH42_S161	BH46_S107	BH24_S90	BH49_S110	BFH30_S148
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_succinatiphilus	2;1239;909932;1843489;31977;39948;487173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053529999999999994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128	0	0	0	0	0	0	0	0	0	0	0.030619999999999998	0	0	0	0	0	0	0	0	0	0	0	0.0035399999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01544
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera	2;1239;909932;1843489;31977;906	0	0	0	0	0	0	0	0.0236	0	0	0	0	0	0	0	0	0.03443	0	0	0	0	0	0	0	0.00248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05177999999999999	0	0	0	0	0	0.06068	0	0	0	0.025769999999999998	0	0.09687	0	0	0.00253	0	0	0	0	0	0	0	0	0	0	0	0	0.08617999999999999	0	0	0	0.02426	0	0	0.02817	0	0	0.00176	0	0	0	0	0	0	0	0	0	0	0	0.03269	0	0	0	0	0.09766
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_elsdenii	2;1239;909932;1843489;31977;906;907	0	0	0	0	0	0	0	0.0236	0	0	0	0	0	0	0	0	0.03443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03159	0	0	0	0	0	0.06068	0	0	0	0.025769999999999998	0	0.09687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08617999999999999	0	0	0	0.02426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09227
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_micronuciformis	2;1239;909932;1843489;31977;906;187326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_paucivorans	2;1239;909932;1843489;31977;906;349095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_sp_DISK_18	2;1239;909932;1843489;31977;906;1776081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_sp_MJR8396C	2;1239;909932;1843489;31977;906;1603888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03269	0	0	0	0	0.00539
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	2;1239;909932;1843489;31977;29465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08151	0	0	0.062360000000000006	0	0	0	0	0	0	0	0	0	0	0	0	0.06954	0	0	0	0	0	0	0	0	0	0	0	0.013000000000000001	0	0	0.04262	0	0	0.013319999999999999	0	0	0.005229999999999999	0	0	0	0	0.02271	0	0.77565	0	0	0	0	0	0	0	0	0.03388	0	0	0.00698	0	0.09637000000000001	0	0	0	0	0	0	0.19483	0	0	0	0	0	0.29496
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_atypica	2;1239;909932;1843489;31977;29465;39777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013730000000000001	0	0	0	0	0	0	0	0	0	0	0.00611	0	0.07769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029710000000000004	0	0	0	0	0	0.10206
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_dispar	2;1239;909932;1843489;31977;29465;39778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036969999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0.00817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01873	0	0	0	0	0	0.005229999999999999	0	0	0	0	0.0166	0	0.46538	0	0	0	0	0	0	0	0	0	0	0	0.00419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00804
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_infantium	2;1239;909932;1843489;31977;29465;1911679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253	0	0	0	0	0	0	0	0	0	0	0	0	0.05439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula	2;1239;909932;1843489;31977;29465;29466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005679999999999999	0	0	0.02539	0	0	0	0	0	0	0	0	0	0	0	0	0.0468	0	0	0	0	0	0	0	0	0	0	0	0.013000000000000001	0	0	0.00763	0	0	0.013319999999999999	0	0	0	0	0	0	0	0	0	0.13193	0	0	0	0	0	0	0	0	0.03388	0	0	0.00279	0	0.09637000000000001	0	0	0	0	0	0	0.16512000000000002	0	0	0	0	0	0.15097
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_sp_CAG_933	2;1239;909932;1843489;31977;29465;1262980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02915
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_sp_T11011_6	2;1239;909932;1843489;31977;29465;2027459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00474
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_tobetsuensis	2;1239;909932;1843489;31977;29465;1110546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia	2;1239;1737404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02957	0	0	0	0	0.1445	0	0	0	0	0	0.12188	0	0	0	0	0	0	0	0	0	0	0	0.02389	0	0.00244	0	0	0	0	0	0.13316	0	0	0	0	0.022609999999999998	0	0	0	0	0	0	0	0	0	0	0.10719000000000001	0.00725	0	0	0	0	0	0	0	0	0	0	0	0.00479	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales	2;1239;1737404;1737405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02957	0	0	0	0	0.1445	0	0	0	0	0	0.12188	0	0	0	0	0	0	0	0	0	0	0	0.02389	0	0.00244	0	0	0	0	0	0.13316	0	0	0	0	0.022609999999999998	0	0	0	0	0	0	0	0	0	0	0.10719000000000001	0.00725	0	0	0	0	0	0	0	0	0	0	0	0.00479	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Gottschalkiaceae	2;1239;1737404;1737405;2042895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02957	0	0	0	0	0.1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Gottschalkiaceae;g__Andreesenia	2;1239;1737404;1737405;2042895;2042899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02957	0	0	0	0	0.1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Gottschalkiaceae;g__Andreesenia;s__Andreesenia_angusta	2;1239;1737404;1737405;2042895;2042899;39480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02957	0	0	0	0	0.1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae	2;1239;1737404;1737405;1570339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10719000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus	2;1239;1737404;1737405;1570339;165779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus_vaginalis	2;1239;1737404;1737405;1570339;165779;33037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas	2;1239;1737404;1737405;1570339;543311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas_micra	2;1239;1737404;1737405;1570339;543311;33033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas_sp_oral_taxon_110	2;1239;1737404;1737405;1570339;543311;671230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae	2;1239;1737404;1737405;1737406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004520000000000001	0	0.00244	0	0	0	0	0	0	0	0	0	0	0.022609999999999998	0	0	0	0	0	0	0	0	0	0	0	0.00725	0	0	0	0	0	0	0	0	0	0	0	0.00479	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae;g__Tissierella	2;1239;1737404;1737405;1737406;41273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004520000000000001	0	0.00244	0	0	0	0	0	0	0	0	0	0	0.022609999999999998	0	0	0	0	0	0	0	0	0	0	0	0.00725	0	0	0	0	0	0	0	0	0	0	0	0.00479	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae;g__Tissierella;s__Tissierella_creatinophila	2;1239;1737404;1737405;1737406;41273;79681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244	0	0	0	0	0	0	0	0	0	0	0.022609999999999998	0	0	0	0	0	0	0	0	0	0	0	0.00725	0	0	0	0	0	0	0	0	0	0	0	0.00479	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae;g__Tissierella;s__Tissierella_praeacuta	2;1239;1737404;1737405;1737406;41273;43131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004520000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellales_unclassified	2;1239;1737404;1737405;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12188	0	0	0	0	0	0	0	0	0	0	0	0.01937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellales_unclassified;g__Sporanaerobacter	2;1239;1737404;1737405;;165812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12188	0	0	0	0	0	0	0	0	0	0	0	0.01937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellales_unclassified;g__Sporanaerobacter;s__Sporanaerobacter_acetigenes	2;1239;1737404;1737405;;165812;165813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12188	0	0	0	0	0	0	0	0	0	0	0	0.01937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria	2;32066	0	0	0.01511	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055810000000000005	0	0	0	0	0	0.00963	0	0	0	0	0	0.00165	0.00447	0	0	0	0	0	0	0	0.0014199999999999998	0	0	0	0.02735	0	0	0	0	0	0	0	0	0	0	0	0.47536999999999996	0	0	0	0	0.24386999999999998	0	0	0	0	0	0	0.02164	0	0	0	0	0	0.04698
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	2;32066;203490	0	0	0.01511	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055810000000000005	0	0	0	0	0	0.00963	0	0	0	0	0	0.00165	0.00447	0	0	0	0	0	0	0	0.0014199999999999998	0	0	0	0.02735	0	0	0	0	0	0	0	0	0	0	0	0.47536999999999996	0	0	0	0	0.24386999999999998	0	0	0	0	0	0	0.02164	0	0	0	0	0	0.04698
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	2;32066;203490;203491	0	0	0.01511	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055810000000000005	0	0	0	0	0	0.00963	0	0	0	0	0	0.00165	0.00447	0	0	0	0	0	0	0	0.0014199999999999998	0	0	0	0.02735	0	0	0	0	0	0	0	0	0	0	0	0.47536999999999996	0	0	0	0	0.24386999999999998	0	0	0	0	0	0	0.02164	0	0	0	0	0	0.04698
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	2;32066;203490;203491;203492	0	0	0.01511	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055810000000000005	0	0	0	0	0	0.00963	0	0	0	0	0	0	0.00447	0	0	0	0	0	0	0	0.0014199999999999998	0	0	0	0.02735	0	0	0	0	0	0	0	0	0	0	0	0.47536999999999996	0	0	0	0	0.24386999999999998	0	0	0	0	0	0	0.02164	0	0	0	0	0	0.04698
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	2;32066;203490;203491;203492;848	0	0	0.01511	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055810000000000005	0	0	0	0	0	0.00963	0	0	0	0	0	0	0.00447	0	0	0	0	0	0	0	0.0014199999999999998	0	0	0	0.02735	0	0	0	0	0	0	0	0	0	0	0	0.47536999999999996	0	0	0	0	0.24386999999999998	0	0	0	0	0	0	0.02164	0	0	0	0	0	0.04698
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_mortiferum	2;32066;203490;203491;203492;848;850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01006	0	0	0	0	0	0.00963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01324
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_nucleatum	2;32066;203490;203491;203492;848;851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02164	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_periodonticum	2;32066;203490;203491;203492;848;860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00519	0	0	0	0	0.24386999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_sp_oral_taxon_370	2;32066;203490;203491;203492;848;712288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_ulcerans	2;32066;203490;203491;203492;848;861	0	0	0.01511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00447	0	0	0	0	0	0	0	0.0014199999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_varium	2;32066;203490;203491;203492;848;856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36830999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03374
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	2;32066;203490;203491;1129771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
