clade_name	NCBI_tax_id	SWESTP57	SWESTP53	SWESTP49	SWESTP37	SWESTP35	SWESTP33	SWESTP31	SWESTP30	SWE41	SWE41a	SWE41a_2	SWE41a_1	Seafield	JTH	IRL69	IRL69_2	IRL69_1	FIN25	FIN25_2	FIN25_1	FH9_S170	FH8_S169	FH7_S168	FH6_S167	FH5_S166	FH4_S165	FH3_S164	FH2_S163	FH1_S162	FH10_S171	ESP75	ESP75_2	ESP75_1	DEU27	DEU27_2	DEU27_1	CP8	CP7	CP6	CP5	CP4	CP3	CP1	BSE93_S121	BSE79_S120	BSE74_S119	BSE100_S122	BH63_S118	BH62_S117	BH61_S116	BH60_S115	BH59_S114	BH58_S113	BH52_S112	BH50_S111	BH49_S110	BH48_S109	BH47_S108	BH46_S107	BH45_S106	BH44_S105	BH39_S104	BH38_S103	BH37_S102	BH36_S101	BH35_S100	BH34B_S99	BH34A_S98	BH33_S97	BH32_S96	BH31_S95	BH30_S94	BH29_S93	BH27_S92	BH25_S91	BH24_S90	BH22_S89	BH20_S88	BH14_S87	BH13_S86	BH11_S85	BH10_S84	BH09_S83	BH07_S82	BH06_S81	BH05_S80	BH04_S79	BH03_S78	BH02_S77	BH01_S76	BFH9_S127	BFH8_S126	BFH6_S125	BFH4_S124	BFH42_S161	BFH41_S160	BFH40_S159	BFH39_S158	BFH38B_S157	BFH38A_S156	BFH37_S155	BFH36_S154	BFH35_S153	BFH34_S152	BFH33_S151	BFH32_S150	BFH31_S149	BFH30_S148	BFH29_S147	BFH28_S146	BFH27_S145	BFH26_S144	BFH25_S143	BFH24_S142	BFH23_S141	BFH22_S140	BFH21_S139	BFH20_S138	BFH1_S123	BFH19_S137	BFH18_S136	BFH17_S135	BFH16_S134	BFH15_S133	BFH14_S132	BFH13_S131	BFH12_S130	BFH11_S129	BFH10_S128	ASMA3	ASMA2	ASMA1	AHMA5	AHMA4	AHMA3	AHMA2	AHMA1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerotignum;s__Anaerotignum_lactatifermentans	2;1239;186801;186802;186803;2039240;160404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010320000000000001	0	0	0	0	0	0	0.00372	0	0	0	0	0	0	0	0	0.02667	0	0	0.007209999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00972	0.02344	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_coccoides	2;1239;186801;186802;186803;572511;1532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4693	0.41252	0.0275	0	0.07215	0	0	0	0.20412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00409	0.0215	0.014530000000000001	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_hansenii	2;1239;186801;186802;186803;572511;1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01199	0	0	0	0	0	0	0	0	0	0	0	0.026969999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0.0034200000000000003	0	0.00229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07443999999999999	0.007679999999999999
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_hydrogenotrophica	2;1239;186801;186802;186803;572511;53443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	0.006999999999999999	0	0	0.00436	0	0	0	0	0	0	0	0	0	0	0.00033999999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00662
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum	2;1239;186801;186802;186803;572511;40520	0	0	0	0.08462	0.06373	0.10332000000000001	0.10289000000000001	0.14572000000000002	0.16316	0.06343	0.03253	0.09054	0.02847	0.73019	0.18775	0.19289	0.21189000000000002	0.10768	0.14737999999999998	0	0.33766	0.61144	0.26382	1.06627	0.024990000000000002	0.0759	0.70516	0.14268	1.3949	0	0.17795	0.13829	0.16396	0.21718	0	0.15843	0.21998	0.21798	0.21977	0.041819999999999996	0.0544	0.08976	0.20475	0	0	0	0	0	0.24273000000000003	0.2158	0.23806999999999998	0.019880000000000002	0.08646000000000001	0	0.08917	0.04312	0.042230000000000004	0.28522	0.08449	0	0	0.19102	0	0	0	0	0.37512	0.48408	0.21509	0	0.4001	0	0	0.049030000000000004	0	0.6416	0.01056	1.43265	0	0	0	0	0	0	0.22857	0	0	0	0	0	0.09252	0	0	0.12195999999999999	0	0.20549	0.16763	0.1896	0.13513	0.14695	0	0.31978	0.01266	0.059039999999999995	0.04543	0.27471999999999996	0	0.21979	0.00117	0	0	0	0	0	0	0	0	0	0.08846	0	0	0	0	0	0.007529999999999999	0.5579	0	0.06515	0	0	0	0	1.56084	0.5301899999999999	0.40235	0.9807899999999999	0.21827
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_producta	2;1239;186801;186802;186803;572511;33035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019719999999999998	0.00656	0.0034200000000000003
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp_CAG_257	2;1239;186801;186802;186803;572511;1262756	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04803	0	0	0	0	0	0	0	0	0	0	0	0.04679	0	0.02657	0.02099	0	0.00243	0	0	0	0	0	0.00617	0.0058	0.08455	0	0	0	0.012819999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021830000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11964000000000001	0	0.22909000000000002	0.07758	0.021580000000000002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_wexlerae	2;1239;186801;186802;186803;572511;418240	0.07724	0	0	0.029930000000000002	0.0816	0.08641	0.09681000000000001	0.0487	0.13924	0.06311	0.17681	0.05956	0.015780000000000002	0.41368	0.16088	0	0.036180000000000004	0.0843	0.0666	0.19625	0.1574	0.57157	0.20034000000000002	0.9185399999999999	0.02317	0.09527000000000001	0.32506	0.10644	0.45416999999999996	0	0.22241	0.2092	0.15298	0.3162	0.58419	0.16990999999999998	0.07549	0.11299000000000001	0.0265	0.07349	0.018869999999999998	0.06809	0.18928	0	0	0	0	0	0.2804	0.18416	0.11535999999999999	0.15449000000000002	0.27698	0.01299	0.20806999999999998	0.030719999999999997	0.27683	0	0.23934	0	0	0.18853	0	0	0	0	0.35284	0.18827	0.62808	0	0.44926000000000005	0	0	0.11245999999999999	0.65057	0.09306	0.018969999999999997	0.06182000000000001	0	0	0	0	0	0	0.80569	0	0	0	0	0	0	0	0.036539999999999996	0.15839	0	0.31203000000000003	0.18808	0.10019	0.53305	0.40301	0	0.057629999999999994	0.003	0.01625	0.0245	0.33439	0.02567	0.15300999999999998	0.0491	0	0	0	0.00535	0	0	0	0.01825	0	0.12150999999999999	0.00596	0	0	0.03207	0	0.19983	0.09319	0	0.48691999999999996	0.41557	0	0.13681	0	0.04598	0.22343000000000002	0.00299	0.45411999999999997	0.30454000000000003
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Ruminococcus_gnavus	2;1239;186801;186802;186803;572511;33038	0	0	0	0.016730000000000002	0.03067	0.06774	0.03827	0.027460000000000002	0.12996	0.0539	0	0.03535	0.00282	0.29411	0.08781	0.03464	0.07902	0.05835	0.03536	0	0	0.05814	0.018940000000000002	0.00238	0	0.37746999999999997	0.08269	0.02862	0.09506	0	0.03862	0.017	0.04962	0.19513	0	0.10311	0.35975999999999997	0.77154	1.01302	0.13635999999999998	0.09257	0.05347999999999999	0.47871	0	0	0	0	0	0	0.053989999999999996	0.04272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18767	0.15724000000000002	0	0	0	0	0	0	1.8115700000000001	0.0054399999999999995	0.15208	0	0	0	0	0	0	0	0.09785	0	0	0	0	0	0	0	0	0	0	0.49748000000000003	0.1685	0.114	0	0	0	0	0	0.04897	0.020390000000000002	0.50742	0	0.15768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10714000000000001	0	0.01852	0.029639999999999996	0.16541	0.5553100000000001	0.39764
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Ruminococcus_torques	2;1239;186801;186802;186803;572511;33039	0.02562	0	0	0.61027	0.74905	0.99492	0.89513	1.51736	0.32295999999999997	0.20934	0.13171	0.16469	0.05347999999999999	1.1405399999999999	0.50476	0.39854	0.49511000000000005	0.23765999999999998	0.16396	0	0	1.02646	0.38987	0.98274	0.027860000000000003	0.01881	1.0957700000000001	0.06143	0.14185	0	0.46268000000000004	0.26771	0.29567	0.39026	0.23585	0.34153	0.29081999999999997	0.3128	0.17998	0.16552	0.10645	0.14185999999999999	0.39576	0	0	0	0	0	0.57189	0.63212	0.65893	0.25731	0.39542	0.02182	0.09577000000000001	0.26863000000000004	0.27959	0.36391999999999997	0.41517	0	0	0.18020999999999998	0	0	0	0	0.53797	0.41647	0.1818	0	0.18758	0	0	0.06651	0	0	0.032060000000000005	2.08984	0	0	0	0	0	0	0.9930899999999999	0	0	0	0	0	1.5710600000000001	0	0.21950999999999998	0.53157	0	1.04185	0.9999899999999999	0.49961000000000005	1.2831700000000001	1.38164	0.00486	0.23263000000000003	0.00386	0.05655	0.22488000000000002	0.44417	0.08786000000000001	1.5326600000000001	0.04483	0	0	0	0.0069099999999999995	0	0	0	0	0	0.33142	0.02254	0	0	0	0	0.48022	0.31128	0.21358000000000002	0.8871399999999999	0.7243	0	0	0	1.29338	0.11017	0.32409	0.8416399999999999	0.41093
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio_crossotus	2;1239;186801;186802;186803;830;45851	0	0	0	0	0.03846	0.042319999999999997	0.0338	0.00322	0.041210000000000004	0.0113	0	0	0	0.5382	0	0	0	0	0	0	0	0.16888	0.08052000000000001	0.00145	0	0	0	0	0.02669	0	0	0	0	0	0	0	0.021759999999999998	0.12722	0	0	0	0.048530000000000004	0.06932999999999999	0	0	0	0	0	0.9713200000000001	1.7555599999999998	0	0.12902	0	0	0.1887	0.27633	0	0	1.9430599999999998	0	0	0.33958	0	0	0	0	0.022000000000000002	0.22555	0	0	0.12525999999999998	0	0	0	0	17.94059	0	3.65941	0	0	0	0	0	0	0	0	0	0	0	0	0.48668	0	0.07895	0.3408	0	0.03333	0.09671	0.25559	0	0	0	0.09508	0.02291	0.05379	0.00966	0.041210000000000004	0.02405	0.052770000000000004	0	0	0	0	0	0	0	0	0	0	0.28931999999999997	0	0	0	0.26733	0	0.02305	0	0.32477	0.53179	0	0	0.025960000000000004	0	0	0	0.14227	0.6896800000000001	0.02305
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio_sp_CAG_318	2;1239;186801;186802;186803;830;1262761	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06502999999999999	0	0	0	0	0	0	0	0	0	0	0	0.0875	0	0	0.006679999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05691	0.05815	0	0	0	0	0.01906	0	0	0	0.32833	0	0	0.06997	0	0	0	0	0	0.0062	0	0	0	0	0	0	0	0.47416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12628	0	0	0	0	0.027739999999999997	0.04205	0.49246	0	0.00119	0	0	0	0	0	0.0701	0	0.02768	0	0	0	0	0	0	0	0	0	0	0.05063	0	0	0	0.04478	0	0	0.09936	0	0	0.08781	0	0	0	0	0	0	0	0.07437
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_catus	2;1239;186801;186802;186803;33042;116085	0	0	0	0.055220000000000005	0.09218	0.08939	0.09554	0.06138	0.05256	0.01484	0	0.00788	0.00047999999999999996	0.26705	0.02257	0	0.018690000000000002	0	0	0	0.13189	0.28955	0.06677999999999999	0.04766	0.00505	0.03248	0.1965	0.03495	0.08714	0	0	0	0	0	0	0	0.0739	0.10812999999999999	0.00948	0.01264	0.034539999999999994	0.045860000000000005	0.13473	0	0	0	0	0	0.10347999999999999	0.11034000000000001	0.01146	0	0	0	0	0	0.01286	0	0	0	0	0	0	0	0	0	0.01844	0.0127	0	0	0	0	0	0	0	0.00264	0.00201	0.31871	0	0	0	0	0	0	0.03851	0	0	0	0	0	0.039189999999999996	0	0	0.12211	0	0.057	0.06752000000000001	0.03269	0.035269999999999996	0.03767	0	0.07544	0	0	0.0035299999999999997	0.07839	0	0.0523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016919999999999998	0.039189999999999996	0.04324	0.17338	0.07255
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes	2;1239;186801;186802;186803;33042;410072	0	0	0	0.5488	0.50422	0.51178	0.5142	1.13846	0.6048	0.25865	0.21811	0.21245	0.0429	0.909	0.37269	0.25756	0.30453	0.26087	0.19724	0.0286	0.36025	0.34367	0.09137999999999999	0.14015	0.01736	0.02159	0.7560399999999999	0.03907	0.13945	0	0.18489	0.42446000000000006	0.47825	0.40264	0.22785	0.3239	0.25403000000000003	0.25841	0.20936	0.11166	0.0694	0.17948	0.23521	0	0	0	0	0	0.08664	0.1651	0.19634000000000001	0.03048	0.07991000000000001	0	0	0.20132	0.25489	0	0.07142000000000001	0	0	0.30422	0	0	0	0	0.24779	0.23722	0.06805	0	0.1522	0	0	0	0	0.05629	0.37758	0.47263	0	0	0	0	0	0	0.1937	0	0	0	0	0	0.20440999999999998	0	0	0.02041	0	0.19166	0.20425	0.10278	0.3382	0.32032	0	0.32775	0	0.01267	0.016659999999999998	0.26652	0	0.22771999999999998	0.00234	0	0	0	0	0	0	0	0	0	0.02805	0	0	0	0	0	0.00835	0.060579999999999995	0	0.31437	0	0	0	0	0.053360000000000005	0.14300000000000002	0.16504000000000002	0.1447	0.2658
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus	2;1239;186801;186802;186803;33042;33043	0	0	0	0.04666	0.06994	0.27303	0.18498	0.014369999999999999	0.08449	0.18129	0.05641	0.10435	0.01305	0.4545	0.0247	0	0.00822	0.01819	0.00248	0	1.66077	0.32689	0.14005	0	0.0449	0.0015400000000000001	0.15979000000000002	0.00064	0.00509	0	0.03126	0	0	0	0	0	0.12725	0.91243	0.01622	0.04396	0.07558	0.25234	0.33011999999999997	0	0	0	0	0	0.09936	0.07455	0.80425	0.40642	0.4583	0	0	0.047060000000000005	0	0	0.14137	0	0	0.28555	0	0	0	0	0.17588	0.24534	0.11843	0	0.25459	0	0	0	0	0.6080899999999999	0	0	0	0	0	0	0	0	0.01312	0	0	0	0	0	0	0	0	0.83368	0	0.09254	0.07941000000000001	0.13427999999999998	0.01518	0.01314	0	0	0	0.02356	0.00481	0.2189	0.01738	0.04236	0	0	0	0	0	0	0	0	0	0	0.19891	0	0	0	0	0	0.08888	0.48786	0	0.01987	0	0	0	0	1.88457	0	0.67191	0.1753	0.05016
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_formicigenerans	2;1239;186801;186802;186803;189330;39486	0	0	0	0.11677	0.15658	0.26978	0.15300999999999998	0.4078	0.25403000000000003	0.08837	0.048060000000000005	0.07536	0.01619	0.40002	0.2219	0.15509	0.16865	0.09788999999999999	0.10665	0.03626	0.19149000000000002	0.35374	0.13297	0.39128	0.007890000000000001	0.02572	0.34662	0.03708	0.27752	0	0.08865	0.17464000000000002	0.18355	0.22741999999999998	0	0.05847	0.1027	0.18272	0.11052000000000001	0.05147	0.11379	0.13335	0.19284	0	0	0	0	0	0.13132	0.15103	0.25255	0.019459999999999998	0.05245	0	0.03269	0.08879	0.18692999999999999	0	0.032619999999999996	0	0	0.22443000000000002	0	0	0	0	0.214	0.20528000000000002	0.1006	0	0	0	0	0	0	0.45756	0.16244	0.09256	0	0	0	0	0	0	0.21708000000000002	0	0	0	0	0	0.3448	0	0	0.24800999999999998	0	0.37413	0.3121	0.18796	0.32191	0.34807	0	0.14870999999999998	0.0332	0.00375	0.036910000000000005	0.35796999999999995	0.01126	0.32957	0.00588	0	0	0	0	0	0	0	0	0	0.03646	0	0	0	0	0	0.02829	0	0	0.16305	0	0	0	0	0.15369000000000002	0.58187	0.6238100000000001	0.50915	0.42488000000000004
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena	2;1239;186801;186802;186803;189330;88431	0.53991	0	0	0.79974	0.82768	1.2660200000000001	1.10853	1.01062	0.51735	0.28154	0.17412	0.25435	0.06777999999999999	1.6514900000000001	0.51251	0.39776	0.52308	0.29202	0.25567	0	1.0898299999999999	1.21136	0.57195	0.8463700000000001	0.03961	0.06885	1.09981	0.03005	0.78451	0	0.26953	0.28347	0.30591	0.41873999999999995	0.25306	0.29412	0.32006	0.4541	0.13128	0.10286	0.29578000000000004	0.38939	0.67395	0	0	0	0	0	0.50742	0.6772699999999999	0.17601	0.1921	0.21531999999999998	0	0	0.1918	0.2203	0.22288000000000002	0.22315	0	0	0.10733	0	0	0	0	0.33371999999999996	0.30591	0.17986	0	0.15437	0	0	0	0	0.06677000000000001	0.16149000000000002	0.18422	0	0	0	0	0	0	0.54883	0.036969999999999996	0	0	0	0	0.58757	0	0	0.42571000000000003	0	0.4627	0.44913000000000003	0.46583	0.42391999999999996	0.46106	0	0.16155999999999998	0.01757	0.0339	0.0553	0.6490100000000001	0.03431	0.41871	0.00765	0	0	0	0	0	0	0	0	0	0.054279999999999995	0	0	0	0	0	0.07041	0.15633	0.35191999999999996	0.80466	0.12332	0	0.07022	0	0.18212	0.96552	1.57416	1.77415	0.23645
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_sp_CAG_317	2;1239;186801;186802;186803;189330;1262873	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03123	0	0	0	0	0	0	0	0.02302	0.01195	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00949	0.01157	0.01006	0	0	0	0.00073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0186	0	0	0.021490000000000002	0	3.06566	0.0152	0.48308999999999996
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_sp_D27	2;1239;186801;186802;186803;189330;658665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009699999999999999	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_massiliensis	2;1239;186801;186802;186803;1432051;1720294	0	0	0	0	0	0	0	0	0.03055	0	0	0	0	0	0.0058	0	0	0.013630000000000001	0.0165	0	0	0.00074	0	0	0	0	0.00081	0	0	0	0.03628	0	0.0036899999999999997	0	0	0	0.055479999999999995	0.040760000000000005	0.06305	0.01098	0.00366	0.00041	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04809	0.03065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00576	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10407000000000001	0.03129	0.06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_tayi	2;1239;186801;186802;186803;1432051;1432052	0	0	0	0	0	0	0	0	0.0129	0	0	0	0	0.00305	0.015130000000000001	0	0	0.011009999999999999	0	0	0	0	0	0.019780000000000002	0	0	0	0	0	0	0	0.02206	0.04671	0	0	0	0.02325	0.06562	0.04264	0.00746	0	0.01081	0.02766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13251	0.16697	0.028999999999999998	0.02476	0.09971000000000001
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena_contorta	2;1239;186801;186802;186803;2005359;39482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter_saccharivorans	2;1239;186801;186802;186803;1407607;1150298	1.75158	0	0	1.6983099999999998	1.70262	2.29786	2.00563	3.75795	0.72107	0.27895	0.18512	0.31351999999999997	0.13373	2.02049	0.7961600000000001	0.73921	0.75066	0.67492	0.58665	0.30745	0.22376	2.24629	0.89907	0.8505299999999999	0.0454	0.22423	2.6874700000000002	0.33903	1.3042	0	0.3696	0.32846	0.34558	0.6894600000000001	0.58258	0.46989	0.63339	1.78862	0.20355	0.23640999999999998	0.9991399999999999	0.53104	0.8608399999999999	0.014230000000000001	0	0	0	0	0.5061899999999999	0.48416000000000003	0.66669	0.25083	0.41273999999999994	0	0.16887	0.22941	0.64744	0.08737	0.20356	0	0	0.34067	0	0	0	0	0.8835299999999999	0.93019	0.34805	0	0.41498999999999997	0	0	0	4.27453	0.00943	0.34968	0.07186000000000001	0	0	0	0	0	0	0.74867	0.14483	0	0	0	0	0.09006	0	0	0.57013	0.00703	0.5947	0.49791	0.28007	0.76984	0.80876	0	0.15074	0.00124	0.04263	0.057510000000000006	0.75165	0.01037	0.26532	0.00702	0	0	0	0	0	0	0	0	0	0.25254	0	0	0	0.07077	0	0.08648	0.79348	0.0813	0.53833	0.9097200000000001	0	0.18915	0	0.010459999999999999	0.30912	0.1222	0.76693	0.4157
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Clostridium_aldenense	2;1239;186801;186802;186803;1506553;358742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004229999999999999
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Clostridium_asparagiforme	2;1239;186801;186802;186803;1506553;333367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011770000000000001	0	0	0	0	0.00785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02743	0.0035299999999999997	0.0031899999999999997
